epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,185.886,0.00356,0.00664,0.42218,0.86765,0.83358,0.43564,0.60689,0.31884,0.83358,0.43564,0.60689,0.37575,0.01172,0.02985,3.14003,1.77401,0.000938125,0.000938125,0.000938125
127,187.197,0.00385,0.00703,0.43472,0.9031,0.70493,0.51948,0.57488,0.31232,0.70493,0.51948,0.57488,0.35382,0.01152,0.03091,2.71396,1.85435,0.00093763,0.00093763,0.00093763
128,188.475,0.00381,0.00841,0.39853,0.87644,0.57975,0.47826,0.56455,0.32485,0.57975,0.47826,0.56455,0.36449,0.01097,0.03147,2.60212,1.82527,0.000937135,0.000937135,0.000937135
129,189.653,0.00348,0.00641,0.42374,0.85913,0.50537,0.47826,0.5605,0.33682,0.50537,0.47826,0.5605,0.36426,0.01059,0.03127,2.63533,1.72083,0.00093664,0.00093664,0.00093664
130,192.332,0.00392,0.00662,0.41003,0.87381,0.60095,0.5239,0.55998,0.34239,0.60095,0.5239,0.55998,0.35976,0.01054,0.03118,2.52119,1.69887,0.000936145,0.000936145,0.000936145
131,193.47,0.00381,0.00636,0.40069,0.89622,0.81323,0.6087,0.62511,0.36424,0.81323,0.6087,0.62511,0.39647,0.01046,0.0323,2.21679,1.66449,0.00093565,0.00093565,0.00093565
132,194.71,0.00389,0.00739,0.40836,0.8791,0.81336,0.6087,0.68328,0.41422,0.81336,0.6087,0.68328,0.41081,0.01049,0.031,1.96828,1.685,0.000935155,0.000935155,0.000935155
133,195.953,0.00399,0.00744,0.39232,0.88371,0.91004,0.52174,0.68698,0.43138,0.91004,0.52174,0.68698,0.41926,0.01046,0.02809,2.04078,1.61409,0.00093466,0.00093466,0.00093466
134,197.217,0.00388,0.00702,0.40118,0.88005,0.8293,0.56522,0.67104,0.42216,0.8293,0.56522,0.67104,0.39821,0.01046,0.02701,2.26622,1.61219,0.000934165,0.000934165,0.000934165
135,198.527,0.00366,0.00682,0.38883,0.87285,0.93191,0.59573,0.66554,0.44562,0.93191,0.59573,0.66554,0.42548,0.01024,0.02827,2.02908,1.63806,0.00093367,0.00093367,0.00093367
136,199.727,0.00369,0.00636,0.40271,0.88772,0.93204,0.59684,0.7034,0.47559,0.93204,0.59684,0.7034,0.4438,0.01006,0.02796,1.74412,1.66829,0.000933175,0.000933175,0.000933175
137,201.157,0.0038,0.00687,0.37338,0.90195,0.88412,0.6087,0.73262,0.45181,0.88412,0.6087,0.74838,0.4782,0.01006,0.0259,1.58125,1.66406,0.00093268,0.00093268,0.00093268
138,202.47,0.00411,0.00661,0.42335,0.90493,0.93396,0.65217,0.77265,0.47323,0.93396,0.65217,0.77265,0.52373,0.0099,0.02379,1.45672,1.67661,0.000932185,0.000932185,0.000932185
139,203.657,0.00388,0.00554,0.40929,0.87627,0.87968,0.69565,0.8154,0.5175,0.87968,0.69565,0.8154,0.55032,0.00964,0.02379,1.3202,1.6124,0.00093169,0.00093169,0.00093169
140,204.984,0.00351,0.00605,0.40347,0.87142,0.80135,0.69565,0.82131,0.49317,0.80135,0.69565,0.82131,0.54348,0.00988,0.02411,1.31062,1.68817,0.000931195,0.000931195,0.000931195
141,206.25,0.00377,0.00624,0.41957,0.87837,0.73781,0.78261,0.80868,0.49361,0.73781,0.78261,0.80868,0.52393,0.01008,0.02409,1.1887,1.66111,0.0009307,0.0009307,0.0009307
142,207.496,0.00355,0.00624,0.39239,0.8853,0.89964,0.77965,0.84148,0.52116,0.89964,0.77965,0.84148,0.52492,0.00957,0.02328,1.03269,1.55701,0.000930205,0.000930205,0.000930205
143,209.075,0.00362,0.00541,0.38884,0.85632,1,0.72916,0.85218,0.53126,1,0.72916,0.85218,0.48741,0.00965,0.02485,0.93685,1.52792,0.00092971,0.00092971,0.00092971
144,210.314,0.004,0.0062,0.37996,0.88552,0.94667,0.77227,0.87398,0.53254,0.89359,0.73057,0.79929,0.44379,0.00965,0.02839,0.90644,1.56726,0.000929215,0.000929215,0.000929215
145,211.516,0.00333,0.00577,0.40527,0.87002,0.89883,0.77296,0.86402,0.52637,0.83155,0.69565,0.74787,0.39455,0.00982,0.03289,0.93872,1.60878,0.00092872,0.00092872,0.00092872
146,212.798,0.0039,0.00788,0.41261,0.91602,0.91414,0.78261,0.87926,0.56391,0.81537,0.76848,0.74095,0.39633,0.00975,0.03487,0.87048,1.60719,0.000928225,0.000928225,0.000928225
147,214.073,0.00375,0.0063,0.38171,0.85438,0.98139,0.86957,0.91262,0.5614,0.88325,0.78261,0.77759,0.3996,0.00993,0.03707,0.82639,1.67556,0.00092773,0.00092773,0.00092773
148,215.36,0.00376,0.00579,0.40133,0.8806,0.92884,0.86957,0.90789,0.53699,0.82953,0.78261,0.77479,0.36395,0.01005,0.03816,0.82128,1.72943,0.000927235,0.000927235,0.000927235
149,216.662,0.00364,0.00709,0.377,0.88845,0.89539,0.82609,0.89816,0.54404,0.74873,0.69565,0.65552,0.27872,0.00988,0.04012,0.81864,1.70653,0.00092674,0.00092674,0.00092674
150,217.848,0.00355,0.00608,0.39211,0.86914,0.83263,0.86532,0.88008,0.55151,0.66495,0.69565,0.58563,0.25108,0.00958,0.04342,0.8749,1.64913,0.000926245,0.000926245,0.000926245
151,219.104,0.00345,0.00633,0.38366,0.89451,0.90777,0.69565,0.85743,0.56445,0.52901,0.68396,0.57439,0.2039,0.00898,0.04678,0.95011,1.51469,0.00092575,0.00092575,0.00092575
152,220.721,0.00366,0.0059,0.37979,0.87552,0.9214,0.69565,0.84773,0.54642,0.52324,0.47826,0.41048,0.16136,0.00937,0.05437,1.09368,1.51834,0.000925255,0.000925255,0.000925255
153,222.424,0.0035,0.00609,0.37439,0.88435,0.81568,0.77002,0.83355,0.50787,0.43418,0.43478,0.26462,0.09713,0.00994,0.05986,1.19023,1.57936,0.00092476,0.00092476,0.00092476
154,223.557,0.00358,0.00606,0.38931,0.8534,0.81069,0.78261,0.8343,0.49784,0.49471,0.47826,0.30415,0.10883,0.01001,0.05917,1.18258,1.59482,0.000924265,0.000924265,0.000924265
155,224.826,0.00322,0.00576,0.36527,0.86313,0.87758,0.78261,0.83622,0.54671,0.53262,0.47826,0.31482,0.10648,0.00956,0.05836,1.17557,1.54684,0.00092377,0.00092377,0.00092377
156,226.016,0.00364,0.00762,0.39457,0.89029,0.84885,0.78261,0.80129,0.53879,0.51756,0.47826,0.32162,0.11733,0.00923,0.05583,1.13211,1.48972,0.000923275,0.000923275,0.000923275
157,227.268,0.0037,0.00657,0.38361,0.87955,0.84051,0.73913,0.80615,0.54483,0.41755,0.43478,0.30495,0.12789,0.00943,0.05314,1.15834,1.55275,0.00092278,0.00092278,0.00092278
158,228.541,0.00343,0.00826,0.38558,0.88151,0.81184,0.78261,0.79182,0.51168,0.48876,0.43478,0.34247,0.14675,0.00955,0.04512,1.19603,1.57048,0.000922285,0.000922285,0.000922285
159,229.799,0.00325,0.00633,0.3559,0.86232,0.81322,0.78261,0.80197,0.50877,0.57927,0.43478,0.35268,0.14446,0.00932,0.04029,1.18285,1.59524,0.00092179,0.00092179,0.00092179
160,231.201,0.00298,0.0048,0.36279,0.8537,0.7857,0.69565,0.76613,0.50334,0.44073,0.3913,0.27474,0.12892,0.00931,0.0406,1.21273,1.60297,0.000921295,0.000921295,0.000921295
161,232.539,0.00354,0.00623,0.38385,0.8992,0.96441,0.6087,0.79882,0.5289,0.39206,0.34783,0.22386,0.11181,0.00914,0.04458,1.17758,1.58673,0.0009208,0.0009208,0.0009208
162,233.696,0.00346,0.00647,0.36574,0.88207,0.93123,0.6087,0.78126,0.54062,0.46241,0.30435,0.21656,0.08136,0.0089,0.04713,1.22123,1.56057,0.000920305,0.000920305,0.000920305
163,235.025,0.00348,0.00601,0.3636,0.84487,0.85472,0.6087,0.74714,0.51703,0.31126,0.21739,0.10836,0.05812,0.00876,0.05093,1.27563,1.51473,0.00091981,0.00091981,0.00091981
164,236.218,0.00358,0.00598,0.40569,0.87641,0.87426,0.60482,0.7376,0.53533,0.3213,0.21739,0.10898,0.04739,0.00864,0.05273,1.32427,1.44771,0.000919315,0.000919315,0.000919315
165,237.478,0.00342,0.00528,0.37391,0.853,0.8227,0.6087,0.69781,0.49893,0.30024,0.21739,0.10549,0.04221,0.00849,0.05005,1.3823,1.44066,0.00091882,0.00091882,0.00091882
166,238.865,0.00347,0.00622,0.38598,0.87457,0.86092,0.6087,0.73553,0.50198,0.37498,0.26087,0.15375,0.04926,0.00849,0.04819,1.31985,1.44071,0.000918325,0.000918325,0.000918325
167,240.087,0.0036,0.00788,0.40013,0.87552,0.93716,0.64866,0.78287,0.51911,0.61179,0.34783,0.28484,0.07662,0.00882,0.04587,1.21051,1.4979,0.00091783,0.00091783,0.00091783
168,241.415,0.00336,0.0064,0.38171,0.87732,0.94375,0.72984,0.83213,0.53982,0.60777,0.4719,0.34701,0.08532,0.00868,0.04376,1.1129,1.45127,0.000917335,0.000917335,0.000917335
169,242.904,0.0036,0.00693,0.42321,0.88351,0.90324,0.81222,0.87441,0.62624,0.64299,0.52174,0.42061,0.14679,0.00825,0.03895,0.94002,1.40569,0.00091684,0.00091684,0.00091684
170,244.17,0.00381,0.00666,0.41026,0.89395,0.91168,0.89804,0.89976,0.63683,0.73655,0.72967,0.64091,0.23951,0.00816,0.03304,0.8428,1.43882,0.000916345,0.000916345,0.000916345
171,245.443,0.00361,0.00708,0.42104,0.89228,0.9833,0.91304,0.93885,0.63839,0.84117,0.78261,0.73196,0.31267,0.00826,0.03149,0.81291,1.44031,0.00091585,0.00091585,0.00091585
172,246.734,0.00354,0.00679,0.41515,0.87805,0.98153,0.86957,0.94824,0.62605,0.98153,0.86957,0.90801,0.3466,0.00879,0.03071,0.79351,1.50778,0.000915355,0.000915355,0.000915355
173,247.97,0.00355,0.00635,0.37424,0.88826,0.95144,0.86957,0.923,0.61258,0.85454,0.78261,0.74713,0.33327,0.00891,0.03133,0.82274,1.49294,0.00091486,0.00091486,0.00091486
174,249.279,0.00333,0.00586,0.37294,0.8638,0.94726,0.82609,0.8827,0.61739,0.84679,0.73913,0.75482,0.32706,0.00857,0.0321,0.86521,1.48538,0.000914365,0.000914365,0.000914365
175,250.919,0.00347,0.00637,0.38545,0.86698,0.94359,0.82609,0.88355,0.57055,0.94359,0.82609,0.85532,0.35763,0.00917,0.03165,0.98509,1.64131,0.00091387,0.00091387,0.00091387
176,252.884,0.00363,0.00604,0.36612,0.88339,0.94105,0.82609,0.84436,0.55498,0.94105,0.82609,0.83705,0.40036,0.00904,0.03233,0.99271,1.66085,0.000913375,0.000913375,0.000913375
177,254.085,0.0035,0.00656,0.3704,0.86318,0.98877,0.78261,0.85104,0.55948,0.98877,0.78261,0.85104,0.47882,0.00873,0.03252,0.98582,1.63632,0.00091288,0.00091288,0.00091288
178,255.352,0.00333,0.00768,0.36663,0.87341,0.99583,0.78261,0.85161,0.57246,0.99583,0.78261,0.86043,0.51977,0.0084,0.03219,0.89534,1.57629,0.000912385,0.000912385,0.000912385
179,256.66,0.00332,0.00585,0.38467,0.84596,0.9897,0.78261,0.86346,0.58222,0.9897,0.78261,0.88117,0.56794,0.00794,0.03104,0.78777,1.4522,0.00091189,0.00091189,0.00091189
180,257.917,0.00347,0.00634,0.3655,0.86907,0.93673,0.78261,0.87699,0.61875,0.94933,0.81507,0.88892,0.60117,0.00742,0.02927,0.8017,1.37741,0.000911395,0.000911395,0.000911395
181,259.271,0.00302,0.00557,0.35482,0.85307,0.89929,0.78261,0.87145,0.61789,0.89929,0.78261,0.87145,0.59101,0.00743,0.02839,0.81561,1.41316,0.0009109,0.0009109,0.0009109
182,260.495,0.00321,0.00544,0.38429,0.87309,0.95948,0.78261,0.902,0.63525,0.95948,0.78261,0.902,0.60071,0.00777,0.02746,0.81325,1.48345,0.000910405,0.000910405,0.000910405
183,261.752,0.00346,0.00619,0.39443,0.85739,0.94528,0.82609,0.91779,0.62456,0.94528,0.82609,0.91779,0.60969,0.00799,0.02661,0.75077,1.49866,0.00090991,0.00090991,0.00090991
184,263.196,0.00343,0.00683,0.38386,0.88354,0.94822,0.82609,0.90882,0.60697,0.94822,0.82609,0.91619,0.58528,0.00815,0.02651,0.79383,1.48308,0.000909415,0.000909415,0.000909415
185,264.456,0.0033,0.00507,0.35479,0.83453,1,0.77954,0.90849,0.59147,1,0.77954,0.91839,0.59362,0.00825,0.02685,0.78282,1.52399,0.00090892,0.00090892,0.00090892
186,265.6,0.00358,0.00607,0.37486,0.88372,0.98843,0.78261,0.9052,0.56495,0.98843,0.78261,0.92167,0.55873,0.00861,0.02759,0.78236,1.6279,0.000908425,0.000908425,0.000908425
187,266.89,0.00338,0.00777,0.36809,0.89816,0.97871,0.78261,0.91278,0.57217,0.97871,0.78261,0.93465,0.55987,0.00886,0.0276,0.83575,1.67378,0.00090793,0.00090793,0.00090793
188,268.049,0.00335,0.00682,0.37873,0.86896,1,0.78122,0.92245,0.58334,1,0.78122,0.92245,0.57624,0.00898,0.02739,0.84698,1.66292,0.000907435,0.000907435,0.000907435
189,269.76,0.00357,0.00579,0.37853,0.87278,0.9473,0.78166,0.89036,0.54793,0.9473,0.78166,0.89036,0.56006,0.00897,0.02728,0.83305,1.61045,0.00090694,0.00090694,0.00090694
190,271.134,0.00344,0.00608,0.34667,0.8742,0.94696,0.77648,0.88511,0.51995,0.94696,0.77648,0.88511,0.56057,0.00913,0.02899,0.91034,1.6563,0.000906445,0.000906445,0.000906445
191,272.406,0.00332,0.00565,0.36835,0.85837,1,0.77336,0.8853,0.51073,1,0.77336,0.8853,0.57043,0.00931,0.03089,0.96304,1.82168,0.00090595,0.00090595,0.00090595
192,273.56,0.00379,0.00594,0.38292,0.8517,0.90768,0.85539,0.8903,0.55048,0.90768,0.85539,0.8903,0.58798,0.00895,0.03184,0.92435,1.83505,0.000905455,0.000905455,0.000905455
193,274.982,0.00347,0.00707,0.3723,0.87667,0.9417,0.86957,0.90422,0.59,0.9417,0.86957,0.90422,0.61077,0.00826,0.03061,0.8337,1.64838,0.00090496,0.00090496,0.00090496
194,276.181,0.00354,0.0068,0.38264,0.89964,0.90618,0.91304,0.90253,0.61861,0.90618,0.91304,0.90253,0.613,0.00798,0.02934,0.82617,1.45898,0.000904465,0.000904465,0.000904465
195,277.419,0.00386,0.00851,0.37817,0.88221,0.91233,0.91304,0.90066,0.60865,0.91233,0.91304,0.90066,0.60722,0.0079,0.0282,0.79658,1.39597,0.00090397,0.00090397,0.00090397
196,278.721,0.00424,0.00645,0.40624,0.87462,0.86385,0.86957,0.88169,0.59841,0.86385,0.86957,0.88169,0.59681,0.00777,0.02742,0.78312,1.46135,0.000903475,0.000903475,0.000903475
197,279.937,0.00354,0.00615,0.36774,0.87885,0.86351,0.86957,0.86184,0.5651,0.86351,0.86957,0.86184,0.57766,0.00812,0.02751,0.88036,1.61159,0.00090298,0.00090298,0.00090298
198,282.447,0.00344,0.00612,0.36414,0.85875,0.88719,0.78261,0.84744,0.5505,0.88719,0.78261,0.84744,0.57074,0.00832,0.0263,0.89494,1.65243,0.000902485,0.000902485,0.000902485
199,283.649,0.00364,0.00566,0.38317,0.85758,0.89568,0.78261,0.81157,0.56759,0.89568,0.78261,0.81157,0.56315,0.00835,0.02414,0.89529,1.54382,0.00090199,0.00090199,0.00090199
200,284.875,0.00332,0.00554,0.35095,0.87584,0.94093,0.73913,0.77193,0.57145,0.94093,0.73913,0.812,0.56343,0.00814,0.02271,0.94384,1.43141,0.000901495,0.000901495,0.000901495
201,286.07,0.00317,0.00633,0.34781,0.85756,0.93908,0.73913,0.77946,0.58496,0.93908,0.73913,0.82166,0.57666,0.00813,0.02159,0.94449,1.37884,0.000901,0.000901,0.000901
202,287.396,0.00372,0.00677,0.3653,0.8962,0.93204,0.73913,0.80396,0.62023,0.93204,0.73913,0.83062,0.5872,0.00759,0.0206,0.85208,1.38494,0.000900505,0.000900505,0.000900505
203,288.623,0.00357,0.007,0.371,0.88658,0.96845,0.73913,0.81481,0.63136,0.96845,0.73913,0.83461,0.59597,0.0076,0.02007,0.86288,1.42105,0.00090001,0.00090001,0.00090001
204,289.806,0.00336,0.00569,0.34617,0.85898,0.9444,0.7385,0.82675,0.61258,0.9444,0.7385,0.82675,0.58952,0.00787,0.01995,0.86978,1.43633,0.000899515,0.000899515,0.000899515
205,291.185,0.00334,0.00563,0.37939,0.85922,0.87509,0.73913,0.83625,0.62251,0.87509,0.73913,0.83625,0.59302,0.00805,0.01951,0.88472,1.43456,0.00089902,0.00089902,0.00089902
206,292.416,0.00329,0.00636,0.35176,0.865,0.86214,0.86957,0.89108,0.58889,0.81881,0.82609,0.84039,0.57711,0.00847,0.01922,0.78192,1.42225,0.000898525,0.000898525,0.000898525
207,293.624,0.00344,0.00563,0.33886,0.85387,0.90138,0.86957,0.88727,0.53691,0.85631,0.82609,0.8275,0.59027,0.00922,0.0202,0.78644,1.4831,0.00089803,0.00089803,0.00089803
208,294.87,0.00345,0.00785,0.36275,0.86264,0.84706,0.82609,0.82228,0.52338,0.84706,0.82609,0.82228,0.56881,0.0093,0.02025,0.82176,1.54112,0.000897535,0.000897535,0.000897535
209,296.104,0.0036,0.00622,0.37571,0.8923,0.83511,0.82609,0.82961,0.56393,0.83511,0.82609,0.82961,0.58058,0.00921,0.01938,0.8672,1.57388,0.00089704,0.00089704,0.00089704
210,297.465,0.00308,0.00561,0.34295,0.86187,0.8983,0.76854,0.83113,0.57867,0.8983,0.76854,0.83113,0.57403,0.00933,0.01874,0.92942,1.6055,0.000896545,0.000896545,0.000896545
211,298.651,0.00357,0.00652,0.37662,0.87058,0.90891,0.86776,0.88995,0.58268,0.86346,0.82492,0.83468,0.58376,0.00907,0.01796,0.87962,1.58008,0.00089605,0.00089605,0.00089605
212,300.014,0.0031,0.00616,0.35075,0.84675,0.98785,0.82609,0.91002,0.57441,0.93586,0.78261,0.83832,0.5898,0.00921,0.01737,0.8474,1.58756,0.000895555,0.000895555,0.000895555
213,301.36,0.00328,0.00525,0.36941,0.84264,0.9942,0.82609,0.90953,0.59535,0.94176,0.78261,0.86108,0.61227,0.00896,0.01649,0.77993,1.6277,0.00089506,0.00089506,0.00089506
214,302.638,0.00308,0.00474,0.33074,0.85675,1,0.86729,0.93515,0.60173,0.94988,0.8241,0.89861,0.62224,0.00867,0.01633,0.75381,1.60644,0.000894565,0.000894565,0.000894565
215,303.788,0.00323,0.00551,0.33826,0.84342,0.94922,0.91304,0.93899,0.63613,0.94922,0.91304,0.93899,0.66478,0.00818,0.01637,0.66759,1.59,0.00089407,0.00089407,0.00089407
216,305.107,0.00317,0.00568,0.35679,0.84521,0.94366,0.91304,0.94554,0.67117,0.94366,0.91304,0.94554,0.67829,0.00774,0.01614,0.63751,1.5642,0.000893575,0.000893575,0.000893575
217,306.507,0.00332,0.00532,0.349,0.85632,0.95138,0.85125,0.94707,0.68542,0.95138,0.85125,0.94707,0.6821,0.00783,0.01582,0.63939,1.56518,0.00089308,0.00089308,0.00089308
218,307.718,0.00339,0.00657,0.35185,0.8828,0.90811,0.86957,0.93964,0.66051,0.90811,0.86957,0.93964,0.66473,0.00797,0.01556,0.633,1.5651,0.000892585,0.000892585,0.000892585
219,309.015,0.00335,0.00713,0.34873,0.85992,0.87247,0.89281,0.94543,0.65526,0.87247,0.89281,0.94543,0.66616,0.008,0.01593,0.64776,1.58496,0.00089209,0.00089209,0.00089209
220,310.28,0.00344,0.00557,0.34488,0.86649,0.86837,0.91304,0.95792,0.65672,0.86837,0.91304,0.94343,0.65822,0.00786,0.01638,0.66144,1.53537,0.000891595,0.000891595,0.000891595
221,312.618,0.00362,0.00573,0.36319,0.88401,0.91094,0.91304,0.95317,0.68052,0.91094,0.91304,0.93546,0.66039,0.00757,0.01701,0.67304,1.49491,0.0008911,0.0008911,0.0008911
222,313.796,0.00317,0.00606,0.3576,0.85023,0.83026,0.91304,0.9397,0.67842,0.83026,0.91304,0.92213,0.65867,0.00736,0.01767,0.67363,1.43186,0.000890605,0.000890605,0.000890605
223,315.094,0.00305,0.00601,0.3426,0.83887,0.90781,0.86957,0.94005,0.69347,0.90781,0.86957,0.94005,0.66608,0.00746,0.01844,0.67364,1.41313,0.00089011,0.00089011,0.00089011
224,316.308,0.00313,0.00616,0.32362,0.82685,0.87433,0.90769,0.9525,0.69221,0.87433,0.90769,0.9525,0.6839,0.00751,0.01869,0.67375,1.37165,0.000889615,0.000889615,0.000889615
225,317.645,0.00317,0.00601,0.34606,0.84468,0.86688,0.86957,0.94589,0.68126,0.86688,0.86957,0.94589,0.67719,0.00753,0.0193,0.72174,1.35045,0.00088912,0.00088912,0.00088912
226,318.878,0.00344,0.00572,0.3498,0.87906,0.89851,0.82609,0.94814,0.67643,0.89851,0.82609,0.94814,0.68925,0.00751,0.01983,0.73297,1.33222,0.000888625,0.000888625,0.000888625
227,320.064,0.00343,0.00513,0.33999,0.84191,0.83313,0.86835,0.93657,0.67273,0.83313,0.86835,0.93657,0.67613,0.00751,0.02094,0.75177,1.39358,0.00088813,0.00088813,0.00088813
228,321.423,0.003,0.00552,0.33871,0.82819,0.82501,0.82609,0.91298,0.64561,0.82501,0.82609,0.91298,0.63979,0.00757,0.02243,0.81112,1.4747,0.000887635,0.000887635,0.000887635
229,322.688,0.00302,0.00685,0.33031,0.84897,0.72035,0.91304,0.90057,0.60938,0.72035,0.91304,0.90057,0.60305,0.00763,0.0236,0.81512,1.54659,0.00088714,0.00088714,0.00088714
230,323.872,0.00336,0.0057,0.33383,0.9016,0.88277,0.78261,0.92037,0.63072,0.88277,0.78261,0.92037,0.62653,0.00756,0.02389,0.76476,1.52779,0.000886645,0.000886645,0.000886645
231,325.176,0.00298,0.00604,0.32461,0.84614,0.90883,0.86694,0.9443,0.63688,0.90883,0.86694,0.9443,0.62494,0.00765,0.0238,0.6878,1.54199,0.00088615,0.00088615,0.00088615
232,326.433,0.00313,0.00578,0.3273,0.86737,0.87453,0.90932,0.94062,0.62907,0.87453,0.90932,0.94062,0.63274,0.00809,0.02405,0.70583,1.63082,0.000885655,0.000885655,0.000885655
233,327.763,0.00338,0.00618,0.33624,0.85152,0.90856,0.86421,0.94212,0.60069,0.90856,0.86421,0.94212,0.62672,0.00837,0.02378,0.72233,1.73324,0.00088516,0.00088516,0.00088516
234,329.225,0.00305,0.00553,0.3214,0.83633,0.8318,0.86039,0.92999,0.57115,0.8318,0.86039,0.92999,0.61631,0.0083,0.02274,0.73547,1.74919,0.000884665,0.000884665,0.000884665
235,330.457,0.00313,0.00635,0.32759,0.86513,0.82558,0.82332,0.92571,0.60061,0.82558,0.82332,0.92571,0.62128,0.00834,0.02111,0.75064,1.72833,0.00088417,0.00088417,0.00088417
236,331.8,0.00328,0.00655,0.34011,0.86615,0.86772,0.85605,0.94517,0.62228,0.86772,0.85605,0.94517,0.63352,0.0085,0.01994,0.71945,1.73179,0.000883675,0.000883675,0.000883675
237,333.031,0.00341,0.006,0.346,0.88375,0.91575,0.94554,0.96695,0.61811,0.91575,0.94554,0.96695,0.61819,0.00842,0.0193,0.68494,1.71899,0.00088318,0.00088318,0.00088318
238,334.224,0.00327,0.00773,0.33783,0.86118,0.9117,0.95652,0.97502,0.61665,0.9117,0.95652,0.97502,0.63562,0.00832,0.01857,0.62369,1.69848,0.000882685,0.000882685,0.000882685
239,335.647,0.00285,0.00596,0.29842,0.84805,0.95423,0.90673,0.97543,0.61978,0.95423,0.90673,0.97543,0.646,0.00862,0.01846,0.63591,1.71685,0.00088219,0.00088219,0.00088219
240,336.954,0.00311,0.0062,0.35076,0.86293,0.9509,0.91304,0.97642,0.61195,0.9509,0.91304,0.97642,0.65221,0.00897,0.01907,0.66252,1.7404,0.000881695,0.000881695,0.000881695
241,338.156,0.00305,0.00585,0.33013,0.84341,0.90736,0.91304,0.96992,0.62698,0.90736,0.91304,0.96992,0.64987,0.00887,0.01964,0.66166,1.71766,0.0008812,0.0008812,0.0008812
242,339.425,0.0034,0.00715,0.34148,0.88951,0.91298,0.9123,0.96112,0.62854,0.91298,0.9123,0.96112,0.6272,0.00882,0.01983,0.67029,1.7035,0.000880705,0.000880705,0.000880705
243,341.282,0.00324,0.00591,0.33847,0.8535,0.94507,0.86957,0.9546,0.60235,0.94507,0.86957,0.9546,0.62647,0.00913,0.02057,0.66857,1.77502,0.00088021,0.00088021,0.00088021
244,342.935,0.00307,0.00523,0.31994,0.84695,0.95427,0.90756,0.9582,0.5847,0.95427,0.90756,0.9582,0.62349,0.00952,0.02159,0.69117,1.88844,0.000879715,0.000879715,0.000879715
245,344.15,0.00317,0.00588,0.34662,0.8611,0.94367,0.82609,0.94255,0.59217,0.94367,0.82609,0.94255,0.62661,0.00961,0.02213,0.74432,1.91309,0.00087922,0.00087922,0.00087922
246,345.397,0.00304,0.00611,0.3186,0.84328,0.90113,0.82609,0.90995,0.55225,0.90113,0.82609,0.90995,0.60832,0.00937,0.02181,0.76491,1.8191,0.000878725,0.000878725,0.000878725
247,346.653,0.003,0.006,0.32734,0.85762,0.83173,0.86957,0.89896,0.54916,0.83173,0.86957,0.89896,0.62151,0.00962,0.02128,0.75188,1.83687,0.00087823,0.00087823,0.00087823
248,347.983,0.00331,0.0066,0.34097,0.85481,0.83308,0.86802,0.89439,0.55029,0.83308,0.86802,0.89439,0.61125,0.0099,0.02114,0.75683,1.8546,0.000877735,0.000877735,0.000877735
249,349.253,0.00323,0.00508,0.35799,0.8477,0.83261,0.8652,0.89662,0.53474,0.83261,0.8652,0.89662,0.59565,0.01021,0.02136,0.79325,1.93548,0.00087724,0.00087724,0.00087724
250,350.582,0.00282,0.00475,0.31993,0.82186,0.89166,0.82609,0.90262,0.51172,0.89166,0.82609,0.90262,0.58742,0.01022,0.02135,0.8075,1.89742,0.000876745,0.000876745,0.000876745
251,351.928,0.00322,0.00532,0.34458,0.85476,0.947,0.77717,0.89862,0.52833,0.947,0.77717,0.89862,0.58738,0.01008,0.02083,0.76125,1.78325,0.00087625,0.00087625,0.00087625
252,353.227,0.00305,0.00536,0.33523,0.83377,0.93705,0.73913,0.87423,0.55087,0.93705,0.73913,0.87423,0.58629,0.01,0.02072,0.79198,1.74394,0.000875755,0.000875755,0.000875755
253,354.376,0.00289,0.00521,0.30949,0.83439,0.94352,0.78261,0.89432,0.54055,0.94352,0.78261,0.89432,0.59772,0.01007,0.02099,0.84778,1.7924,0.00087526,0.00087526,0.00087526
254,355.652,0.0031,0.00618,0.33007,0.8516,0.94983,0.82322,0.89824,0.54024,0.94983,0.82322,0.89824,0.5859,0.00992,0.02213,0.88368,1.82579,0.000874765,0.000874765,0.000874765
255,356.994,0.00346,0.00515,0.36932,0.8749,0.94981,0.82296,0.89762,0.53613,0.94981,0.82296,0.89762,0.60957,0.00984,0.02251,0.90004,1.8127,0.00087427,0.00087427,0.00087427
256,358.241,0.00332,0.00601,0.33492,0.8602,0.89636,0.78261,0.88378,0.53026,0.89636,0.78261,0.88378,0.59795,0.00977,0.0222,0.89497,1.75627,0.000873775,0.000873775,0.000873775
257,359.969,0.00309,0.00615,0.34124,0.84842,0.89672,0.78261,0.89376,0.55313,0.89672,0.78261,0.89376,0.60521,0.00972,0.02158,0.86053,1.7014,0.00087328,0.00087328,0.00087328
258,361.365,0.00349,0.00544,0.34306,0.86192,0.83289,0.86692,0.89311,0.5471,0.83289,0.86692,0.89311,0.60126,0.00958,0.0214,0.84194,1.69405,0.000872785,0.000872785,0.000872785
