epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,408.851,0.00366,0.00677,0.44678,0.99957,0.87078,0.66667,0.76196,0.5414,0.87078,0.66667,0.76041,0.53799,0.00675,0.01419,1.23303,1.37605,0.000937135,0.000937135,0.000937135
129,412.84,0.00357,0.00683,0.44664,1.00364,0.81867,0.62667,0.71422,0.52545,0.81867,0.62667,0.69936,0.51795,0.00684,0.01322,1.36929,1.35422,0.00093664,0.00093664,0.00093664
130,415.89,0.00326,0.00651,0.41464,0.97071,0.7745,0.69333,0.75685,0.57815,0.7745,0.69333,0.75874,0.59592,0.00606,0.01104,1.23633,1.18916,0.000936145,0.000936145,0.000936145
131,418.801,0.00337,0.00643,0.44558,0.95258,0.76536,0.65333,0.6437,0.5057,0.76536,0.65333,0.6367,0.47925,0.00581,0.01139,1.28319,1.17486,0.00093565,0.00093565,0.00093565
132,421.887,0.00359,0.00691,0.45471,0.99344,0.70509,0.66667,0.65188,0.48174,0.70509,0.66667,0.64392,0.46935,0.00639,0.01244,1.28652,1.27845,0.000935155,0.000935155,0.000935155
133,424.806,0.00339,0.0068,0.42149,1.00044,0.82396,0.65333,0.73814,0.54738,0.84399,0.66667,0.74861,0.56168,0.00651,0.0111,1.27364,1.31608,0.00093466,0.00093466,0.00093466
134,427.784,0.00369,0.00701,0.46146,1.00796,0.81542,0.70683,0.75703,0.56513,0.83123,0.72,0.7771,0.57856,0.00622,0.01026,1.08441,1.30591,0.000934165,0.000934165,0.000934165
135,430.798,0.00341,0.00668,0.41586,0.97606,0.73207,0.7651,0.77943,0.5945,0.7773,0.74464,0.79007,0.5783,0.00605,0.01097,0.97668,1.31788,0.00093367,0.00093367,0.00093367
136,433.88,0.00342,0.00681,0.44191,0.993,0.73022,0.73333,0.75527,0.56886,0.74066,0.76159,0.79925,0.55723,0.00638,0.0126,1.11373,1.38687,0.000933175,0.000933175,0.000933175
137,436.85,0.00341,0.00637,0.42309,0.97038,0.86749,0.61333,0.74205,0.56726,0.78441,0.72,0.80142,0.55684,0.00622,0.01357,1.2065,1.30724,0.00093268,0.00093268,0.00093268
138,439.859,0.00347,0.00657,0.43534,0.97965,0.75123,0.72479,0.77902,0.59658,0.72995,0.8,0.80643,0.59426,0.00576,0.01169,1.04628,1.264,0.000932185,0.000932185,0.000932185
139,444.05,0.00356,0.00697,0.45149,0.98315,0.77298,0.77333,0.75853,0.59439,0.78648,0.78667,0.78865,0.58198,0.00596,0.01077,1.07686,1.28073,0.00093169,0.00093169,0.00093169
140,447.098,0.00327,0.00644,0.42003,0.96259,0.76113,0.73333,0.7604,0.58637,0.76113,0.73333,0.78355,0.55141,0.00594,0.01127,1.11366,1.29944,0.000931195,0.000931195,0.000931195
141,450.253,0.00331,0.00671,0.39469,0.96514,0.71769,0.73333,0.73323,0.55359,0.74903,0.74667,0.78337,0.54337,0.0062,0.01111,1.10469,1.36029,0.0009307,0.0009307,0.0009307
142,453.127,0.00335,0.00687,0.40599,0.97383,0.74252,0.76,0.75939,0.59748,0.76857,0.78667,0.81306,0.57895,0.00538,0.01106,1.01455,1.21394,0.000930205,0.000930205,0.000930205
143,456.265,0.00352,0.00669,0.45275,0.98402,0.82452,0.70667,0.77362,0.57906,0.84125,0.72,0.805,0.56963,0.00558,0.01149,1.01442,1.20369,0.00092971,0.00092971,0.00092971
144,459.188,0.00331,0.00677,0.42896,0.97771,0.79382,0.73333,0.78207,0.61609,0.80878,0.74667,0.80083,0.60094,0.00517,0.01036,0.97818,1.11277,0.000929215,0.000929215,0.000929215
145,462.194,0.0035,0.00692,0.43778,0.98047,0.85706,0.72,0.80053,0.62871,0.85706,0.72,0.8052,0.62698,0.00515,0.01033,0.99008,1.09876,0.00092872,0.00092872,0.00092872
146,465.074,0.00314,0.00637,0.39332,0.94359,0.8331,0.74667,0.7903,0.63498,0.84798,0.76,0.8136,0.62554,0.00507,0.00962,0.95158,1.1065,0.000928225,0.000928225,0.000928225
147,468.17,0.00353,0.00639,0.43059,1.0009,0.82457,0.73333,0.80001,0.63738,0.83978,0.74667,0.81339,0.61887,0.00453,0.01157,0.88701,1.00745,0.00092773,0.00092773,0.00092773
148,471.109,0.00339,0.00626,0.43773,0.95551,0.84083,0.70436,0.79574,0.62668,0.84083,0.70436,0.7943,0.59004,0.0048,0.01385,0.93862,1.04106,0.000927235,0.000927235,0.000927235
149,474.068,0.00342,0.00659,0.42234,0.98329,0.73834,0.68,0.76133,0.58733,0.75868,0.67075,0.75152,0.52969,0.00563,0.01517,1.11505,1.13626,0.00092674,0.00092674,0.00092674
150,477.152,0.00332,0.00638,0.43072,0.97553,0.81828,0.61333,0.74568,0.59181,0.81828,0.61333,0.71378,0.5115,0.00593,0.01464,1.29418,1.17946,0.000926245,0.000926245,0.000926245
151,480.309,0.00359,0.00686,0.43767,0.96631,0.76586,0.76,0.78905,0.63412,0.7793,0.77333,0.79792,0.58787,0.00534,0.01412,1.10109,1.10268,0.00092575,0.00092575,0.00092575
152,483.17,0.00356,0.00673,0.43159,0.98875,0.80093,0.77333,0.809,0.64516,0.87066,0.73333,0.82379,0.61862,0.00525,0.01242,1.00771,1.14061,0.000925255,0.000925255,0.000925255
153,486.118,0.00345,0.00701,0.41743,0.99767,0.70582,0.67184,0.7336,0.5738,0.68867,0.73736,0.77069,0.52994,0.00606,0.01344,1.21897,1.26687,0.00092476,0.00092476,0.00092476
154,489.053,0.00342,0.0062,0.39963,0.95809,0.78335,0.64,0.70196,0.57037,0.83294,0.68,0.75781,0.52331,0.00564,0.01481,1.25088,1.18698,0.000924265,0.000924265,0.000924265
155,492.034,0.00369,0.00677,0.4354,0.99698,0.82608,0.62667,0.73291,0.57445,0.87925,0.66667,0.78227,0.56482,0.00584,0.01324,1.17674,1.22027,0.00092377,0.00092377,0.00092377
156,495.126,0.00362,0.00724,0.43892,0.98649,0.77729,0.70667,0.75095,0.58474,0.8141,0.70074,0.77739,0.59567,0.00559,0.01283,1.17713,1.21121,0.000923275,0.000923275,0.000923275
157,498.084,0.00349,0.00655,0.42902,0.98654,0.82237,0.67904,0.77153,0.61973,0.84349,0.7186,0.80803,0.62061,0.00514,0.01307,1.02683,1.13748,0.00092278,0.00092278,0.00092278
158,501.024,0.00343,0.00693,0.42439,0.96412,0.81053,0.68,0.75238,0.59612,0.83755,0.69333,0.77563,0.58311,0.00554,0.01342,1.12013,1.20551,0.000922285,0.000922285,0.000922285
159,504.177,0.00334,0.00672,0.41356,0.97384,0.84577,0.65333,0.69523,0.53352,0.82851,0.64,0.69187,0.50796,0.00568,0.01465,1.26163,1.19673,0.00092179,0.00092179,0.00092179
160,507.354,0.00332,0.00657,0.41548,0.9725,0.79746,0.65333,0.69585,0.52322,0.81374,0.66667,0.73037,0.50375,0.0059,0.01371,1.2432,1.23162,0.000921295,0.000921295,0.000921295
161,510.298,0.00334,0.00584,0.41771,0.97289,0.86181,0.68,0.73645,0.57571,0.8349,0.68,0.74962,0.55982,0.00604,0.0131,1.2352,1.23772,0.0009208,0.0009208,0.0009208
162,513.222,0.00344,0.00669,0.41294,0.98312,0.81898,0.66358,0.74479,0.57886,0.80256,0.6504,0.71455,0.5851,0.00604,0.01391,1.19538,1.27947,0.000920305,0.000920305,0.000920305
163,516.13,0.00353,0.00603,0.41789,0.99314,0.90538,0.63794,0.73067,0.56858,0.90538,0.63794,0.72985,0.58291,0.00629,0.01268,1.21896,1.29993,0.00091981,0.00091981,0.00091981
164,519.121,0.0033,0.00635,0.40462,0.96287,0.74554,0.70319,0.72833,0.60595,0.82539,0.69333,0.74994,0.57008,0.00551,0.01335,1.22574,1.19326,0.000919315,0.000919315,0.000919315
165,522.043,0.00326,0.00626,0.41065,0.97048,0.84857,0.58667,0.70609,0.5682,0.97736,0.57562,0.72807,0.56862,0.00602,0.01326,1.41612,1.2438,0.00091882,0.00091882,0.00091882
166,525.054,0.00333,0.00615,0.4066,0.95681,0.86703,0.64,0.7478,0.61023,0.90315,0.66667,0.77416,0.59573,0.00582,0.01255,1.17434,1.186,0.000918325,0.000918325,0.000918325
167,528.009,0.00321,0.00629,0.37986,0.94533,0.83018,0.65333,0.74424,0.58428,0.86431,0.68,0.74873,0.58143,0.00581,0.01213,1.29795,1.15424,0.00091783,0.00091783,0.00091783
168,531.085,0.00344,0.00678,0.41951,0.98103,0.76219,0.64104,0.72414,0.55782,0.78769,0.65333,0.73327,0.56984,0.00614,0.011,1.26794,1.27075,0.000917335,0.000917335,0.000917335
169,534.108,0.00316,0.00589,0.3883,0.95315,0.77913,0.65853,0.71158,0.54947,0.813,0.68,0.72385,0.55861,0.00635,0.01098,1.48694,1.30368,0.00091684,0.00091684,0.00091684
170,537.404,0.00327,0.00669,0.39157,0.97526,0.77109,0.62883,0.71605,0.58105,0.83751,0.61333,0.71412,0.57061,0.00595,0.01103,1.42893,1.20525,0.000916345,0.000916345,0.000916345
171,540.334,0.00331,0.00648,0.38882,0.97321,0.88643,0.65333,0.73953,0.60462,0.88643,0.65333,0.74807,0.60891,0.00535,0.01063,1.28033,1.11379,0.00091585,0.00091585,0.00091585
172,543.24,0.00327,0.00625,0.40849,0.96153,0.81723,0.65581,0.75742,0.61866,0.81723,0.65581,0.75186,0.61735,0.00564,0.01107,1.12485,1.18834,0.000915355,0.000915355,0.000915355
173,546.179,0.00352,0.00668,0.41314,1.016,0.82463,0.68969,0.77499,0.63756,0.82463,0.68969,0.77159,0.63632,0.00563,0.01176,1.15119,1.19823,0.00091486,0.00091486,0.00091486
174,549.251,0.0033,0.0061,0.4143,0.95989,0.85198,0.69076,0.77685,0.62214,0.85198,0.69076,0.77641,0.6231,0.00553,0.01079,1.13252,1.17805,0.000914365,0.000914365,0.000914365
175,552.131,0.00332,0.00647,0.42954,0.95642,0.844,0.69333,0.79091,0.64124,0.86023,0.70667,0.81285,0.64204,0.00501,0.01066,1.08688,1.09005,0.00091387,0.00091387,0.00091387
176,555.269,0.00337,0.0061,0.42857,0.98103,0.80264,0.74667,0.75087,0.61208,0.81748,0.76,0.77008,0.58778,0.00531,0.01037,1.14203,1.16851,0.000913375,0.000913375,0.000913375
177,558.176,0.00324,0.00626,0.40783,0.97196,0.79683,0.72,0.77516,0.6201,0.81158,0.73333,0.79404,0.6085,0.00569,0.01106,1.12438,1.20418,0.00091288,0.00091288,0.00091288
178,561.291,0.00339,0.00653,0.42423,0.98622,0.73763,0.71226,0.75133,0.60436,0.72343,0.68,0.72557,0.56715,0.00553,0.01195,1.18757,1.19567,0.000912385,0.000912385,0.000912385
179,564.366,0.00341,0.00616,0.42351,0.99635,0.7265,0.73333,0.73971,0.57656,0.74211,0.73333,0.76065,0.56408,0.00588,0.01154,1.12683,1.28251,0.00091189,0.00091189,0.00091189
180,567.766,0.00338,0.00631,0.42003,0.97625,0.78882,0.73333,0.7746,0.596,0.79711,0.74667,0.78947,0.56745,0.00582,0.01214,0.96067,1.25702,0.000911395,0.000911395,0.000911395
181,570.715,0.00351,0.0063,0.42856,0.97136,0.7877,0.74667,0.77467,0.6109,0.81649,0.77123,0.80526,0.58018,0.00541,0.01065,0.9925,1.15601,0.0009109,0.0009109,0.0009109
182,573.607,0.00342,0.00609,0.39817,0.97168,0.83588,0.73333,0.7814,0.61086,0.86735,0.76,0.82696,0.59285,0.00539,0.01012,0.90978,1.15762,0.000910405,0.000910405,0.000910405
183,576.542,0.00341,0.00609,0.39828,0.96924,0.84071,0.73333,0.74523,0.59138,0.87128,0.76,0.82083,0.56159,0.00541,0.01177,0.95404,1.20606,0.00090991,0.00090991,0.00090991
184,579.491,0.00342,0.00685,0.39318,0.95864,0.8017,0.75471,0.76173,0.62152,0.84159,0.73333,0.76439,0.51572,0.005,0.0161,1.05485,1.12665,0.000909415,0.000909415,0.000909415
185,582.384,0.00319,0.00598,0.37281,0.95293,0.79697,0.68043,0.7632,0.60842,0.84707,0.66472,0.75237,0.54013,0.00523,0.01487,1.07406,1.19354,0.00090892,0.00090892,0.00090892
186,585.4,0.0032,0.00608,0.38283,0.95652,0.80746,0.72697,0.77257,0.59301,0.80746,0.72697,0.77275,0.54961,0.00534,0.01382,1.15081,1.20034,0.000908425,0.000908425,0.000908425
187,588.355,0.00338,0.0063,0.41026,0.97103,0.77341,0.74667,0.75119,0.54889,0.78735,0.76,0.76442,0.56707,0.00603,0.01201,1.17869,1.27799,0.00090793,0.00090793,0.00090793
188,591.941,0.00334,0.00629,0.41581,0.96157,0.77162,0.70667,0.73228,0.55678,0.81658,0.72,0.77199,0.56737,0.00569,0.01101,1.1588,1.20738,0.000907435,0.000907435,0.000907435
189,594.834,0.00335,0.00624,0.40076,0.96735,0.76563,0.8,0.76728,0.63082,0.77864,0.81333,0.78897,0.6066,0.00534,0.0114,1.06066,1.16537,0.00090694,0.00090694,0.00090694
190,598.074,0.00312,0.00571,0.3804,0.95511,0.80698,0.76,0.78098,0.6405,0.8213,0.77333,0.80105,0.6175,0.00501,0.01143,0.98642,1.1243,0.000906445,0.000906445,0.000906445
191,601.286,0.00344,0.00714,0.41631,0.98975,0.8561,0.71398,0.76785,0.6124,0.87201,0.72678,0.7968,0.61053,0.00495,0.0119,1.06259,1.11748,0.00090595,0.00090595,0.00090595
192,604.303,0.00329,0.00647,0.41959,0.96658,0.85081,0.70667,0.76837,0.6302,0.86686,0.72,0.79419,0.60804,0.00478,0.01243,1.06488,1.08156,0.000905455,0.000905455,0.000905455
193,607.438,0.00318,0.00604,0.38655,0.95813,0.7947,0.69333,0.76727,0.64688,0.80998,0.70667,0.79461,0.60746,0.00488,0.01252,1.08759,1.07445,0.00090496,0.00090496,0.00090496
194,610.504,0.00314,0.00608,0.39804,0.95305,0.80647,0.64,0.74321,0.61813,0.85687,0.68,0.79106,0.60056,0.005,0.01268,1.18362,1.10899,0.000904465,0.000904465,0.000904465
195,613.622,0.00319,0.00592,0.38705,0.95996,0.70085,0.65333,0.67659,0.50642,0.84404,0.64946,0.7388,0.53473,0.00634,0.01378,1.45262,1.25707,0.00090397,0.00090397,0.00090397
196,616.614,0.00312,0.0061,0.38883,0.94451,0.76752,0.68,0.72134,0.53738,0.7829,0.69333,0.75701,0.56331,0.00632,0.0114,1.28312,1.32724,0.000903475,0.000903475,0.000903475
197,619.748,0.00321,0.00576,0.39156,0.94315,0.87731,0.69333,0.78444,0.63725,0.89441,0.70667,0.80649,0.62754,0.00555,0.01002,1.05676,1.18465,0.00090298,0.00090298,0.00090298
198,623.698,0.00324,0.00599,0.37762,0.94448,0.88221,0.72,0.79487,0.63886,0.89867,0.73333,0.82015,0.61359,0.00521,0.01056,0.97035,1.14758,0.000902485,0.000902485,0.000902485
199,626.621,0.00311,0.00615,0.36603,0.93048,0.85639,0.73333,0.80979,0.61916,0.87197,0.74667,0.83108,0.63228,0.00552,0.01047,0.92702,1.22316,0.00090199,0.00090199,0.00090199
200,629.731,0.00335,0.00658,0.39426,0.96488,0.76977,0.7579,0.79824,0.61006,0.83279,0.73049,0.82665,0.6062,0.00562,0.0113,0.92495,1.21408,0.000901495,0.000901495,0.000901495
201,632.711,0.00319,0.00599,0.38927,0.96863,0.84023,0.73333,0.78652,0.61515,0.8559,0.74667,0.8154,0.60478,0.00486,0.01212,0.96742,1.10096,0.000901,0.000901,0.000901
202,635.748,0.00303,0.00566,0.3722,0.93956,0.79435,0.77333,0.79473,0.64928,0.83977,0.76871,0.82908,0.63067,0.00454,0.0116,0.9231,1.04632,0.000900505,0.000900505,0.000900505
203,638.784,0.00321,0.00559,0.39604,0.95724,0.80382,0.76488,0.80276,0.65984,0.81783,0.77821,0.8338,0.62646,0.00479,0.01127,0.90294,1.09417,0.00090001,0.00090001,0.00090001
204,641.929,0.00319,0.00622,0.38611,0.97281,0.79739,0.74667,0.80336,0.65245,0.81186,0.76,0.82511,0.64372,0.00512,0.01112,0.98667,1.12252,0.000899515,0.000899515,0.000899515
205,644.917,0.00323,0.00592,0.39638,0.94918,0.75922,0.73333,0.77044,0.63695,0.79423,0.76,0.79173,0.62039,0.00562,0.01174,1.11955,1.19232,0.00089902,0.00089902,0.00089902
206,647.911,0.00332,0.00651,0.41325,0.99284,0.79067,0.68,0.74416,0.60328,0.82213,0.70667,0.77371,0.6124,0.00576,0.01103,1.14301,1.22407,0.000898525,0.000898525,0.000898525
207,650.854,0.00335,0.00633,0.40667,0.98287,0.82488,0.69087,0.76529,0.63501,0.84075,0.70395,0.78865,0.62724,0.00463,0.01046,1.1317,1.03965,0.00089803,0.00089803,0.00089803
208,653.972,0.00324,0.00621,0.39958,0.95581,0.86335,0.74667,0.7885,0.65504,0.87877,0.76,0.81174,0.64807,0.00463,0.01021,1.02468,1.02991,0.000897535,0.000897535,0.000897535
209,656.968,0.00318,0.00599,0.40035,0.93416,0.88558,0.72242,0.82372,0.67828,0.90188,0.73534,0.83745,0.67043,0.00472,0.01014,0.91087,1.04373,0.00089704,0.00089704,0.00089704
210,660.004,0.00295,0.00571,0.37639,0.93832,0.89092,0.73333,0.82755,0.67535,0.90752,0.74667,0.8464,0.67003,0.00488,0.01051,0.84996,1.11199,0.000896545,0.000896545,0.000896545
211,662.957,0.00318,0.00571,0.38178,0.94906,0.84057,0.77328,0.82215,0.66898,0.85506,0.78661,0.83343,0.65825,0.00483,0.01116,0.83855,1.08415,0.00089605,0.00089605,0.00089605
212,666.065,0.00321,0.00625,0.3853,0.96591,0.86808,0.73333,0.79192,0.62933,0.88494,0.74667,0.79826,0.61723,0.00515,0.01175,0.96869,1.09743,0.000895555,0.000895555,0.000895555
213,669.019,0.0031,0.00588,0.37089,0.93744,0.86064,0.62667,0.71314,0.54281,0.87895,0.64,0.72349,0.53935,0.00637,0.01265,1.32911,1.29315,0.00089506,0.00089506,0.00089506
214,672.081,0.00319,0.00632,0.37915,0.93186,0.82223,0.57333,0.61988,0.46655,0.89898,0.62667,0.68789,0.45804,0.00693,0.01322,1.70689,1.39996,0.000894565,0.000894565,0.000894565
215,675.02,0.00324,0.0059,0.3992,0.95475,0.81799,0.53333,0.62339,0.48859,0.79621,0.54667,0.63823,0.45348,0.00717,0.01369,1.73512,1.49823,0.00089407,0.00089407,0.00089407
216,678.008,0.00322,0.00634,0.40083,0.96417,0.73632,0.73333,0.76255,0.64076,0.74751,0.76,0.77756,0.62853,0.00545,0.01126,1.13801,1.24149,0.000893575,0.000893575,0.000893575
217,680.968,0.00318,0.00683,0.39036,0.9474,0.87345,0.72,0.80632,0.66859,0.90615,0.74667,0.83873,0.6648,0.00533,0.01038,0.9541,1.24984,0.00089308,0.00089308,0.00089308
218,684.004,0.00319,0.00596,0.37292,0.93912,0.82112,0.69333,0.76178,0.60464,0.82463,0.70667,0.77619,0.61937,0.00592,0.01052,1.08379,1.29771,0.000892585,0.000892585,0.000892585
219,686.948,0.00307,0.00657,0.3626,0.9576,0.84491,0.62667,0.73264,0.56961,0.89046,0.65036,0.77164,0.59058,0.00618,0.01168,1.28467,1.26011,0.00089209,0.00089209,0.00089209
220,689.896,0.00307,0.00579,0.37663,0.95026,0.86525,0.61333,0.75315,0.59788,0.88406,0.62667,0.77141,0.61556,0.00568,0.01111,1.2699,1.20337,0.000891595,0.000891595,0.000891595
221,692.813,0.00309,0.0065,0.38234,0.94035,0.84727,0.66573,0.77475,0.60506,0.90853,0.66222,0.79158,0.61863,0.00542,0.01023,1.18588,1.16838,0.0008911,0.0008911,0.0008911
222,695.752,0.00312,0.00623,0.38019,0.95198,0.82749,0.65333,0.75898,0.58337,0.84446,0.66667,0.77996,0.618,0.00567,0.01,1.2907,1.20897,0.000890605,0.000890605,0.000890605
223,698.704,0.00314,0.00625,0.39099,0.95127,0.83329,0.66645,0.72945,0.60247,0.88328,0.70628,0.80323,0.62671,0.00538,0.00986,1.12833,1.18594,0.00089011,0.00089011,0.00089011
224,701.643,0.00299,0.00583,0.35233,0.93252,0.82337,0.68374,0.75697,0.62577,0.8624,0.70667,0.81185,0.64081,0.00486,0.00972,0.98445,1.10719,0.000889615,0.000889615,0.000889615
225,704.602,0.00304,0.0065,0.35734,0.93726,0.80955,0.66667,0.74517,0.6126,0.82325,0.74526,0.78399,0.62502,0.00494,0.00913,1.1774,1.09429,0.00088912,0.00088912,0.00088912
226,707.566,0.00319,0.00652,0.39764,0.96565,0.80067,0.70667,0.76437,0.64549,0.83063,0.76,0.80683,0.6206,0.00479,0.01058,1.04788,1.11527,0.000888625,0.000888625,0.000888625
227,710.564,0.00308,0.00557,0.35508,0.94828,0.84047,0.72,0.78199,0.66586,0.87878,0.70667,0.79599,0.6194,0.00425,0.01125,0.93533,1.03965,0.00088813,0.00088813,0.00088813
228,713.556,0.00296,0.00558,0.3555,0.93069,0.85393,0.65333,0.74623,0.62326,0.82544,0.70667,0.77421,0.61151,0.0047,0.01046,1.17327,1.10103,0.000887635,0.000887635,0.000887635
229,716.537,0.00319,0.00623,0.36606,0.96393,0.86606,0.66667,0.76202,0.62311,0.89242,0.70667,0.79147,0.63967,0.00496,0.01012,1.15557,1.14309,0.00088714,0.00088714,0.00088714
230,719.713,0.0029,0.00582,0.35319,0.92033,0.87465,0.68,0.76711,0.61785,0.9091,0.70667,0.79622,0.62862,0.00557,0.01137,1.28085,1.21307,0.000886645,0.000886645,0.000886645
231,722.644,0.00319,0.00659,0.36785,0.96536,0.78394,0.68,0.74897,0.61649,0.84329,0.68,0.76847,0.61825,0.00566,0.01192,1.26937,1.19933,0.00088615,0.00088615,0.00088615
232,725.612,0.00307,0.00596,0.37598,0.94142,0.83271,0.73008,0.7608,0.6352,0.84788,0.74323,0.79068,0.61872,0.00519,0.0123,1.10059,1.10487,0.000885655,0.000885655,0.000885655
233,728.592,0.00317,0.00575,0.37476,0.96074,0.80138,0.76,0.77304,0.65095,0.81562,0.77333,0.80312,0.6338,0.0052,0.01245,1.04942,1.09647,0.00088516,0.00088516,0.00088516
234,731.648,0.0032,0.00608,0.3902,0.95348,0.86344,0.69333,0.77138,0.6369,0.88005,0.70667,0.79475,0.63845,0.00529,0.01274,1.09926,1.11661,0.000884665,0.000884665,0.000884665
235,734.741,0.00314,0.00651,0.3771,0.96503,0.8375,0.72,0.76651,0.63243,0.85301,0.73333,0.78691,0.62503,0.00474,0.0114,1.07159,1.0517,0.00088417,0.00088417,0.00088417
236,737.748,0.00321,0.00615,0.38806,0.96114,0.86554,0.68667,0.77967,0.64763,0.88235,0.70001,0.79473,0.61991,0.00508,0.01036,0.97885,1.09233,0.000883675,0.000883675,0.000883675
237,740.757,0.0029,0.00596,0.36344,0.93718,0.88386,0.73333,0.80628,0.66347,0.90022,0.74667,0.828,0.63658,0.00489,0.00992,0.88222,1.06249,0.00088318,0.00088318,0.00088318
238,743.846,0.00322,0.00591,0.3809,0.96115,0.90455,0.69333,0.77457,0.62951,0.92195,0.70667,0.80485,0.6227,0.00483,0.00985,1.05194,1.06497,0.000882685,0.000882685,0.000882685
239,746.857,0.00321,0.00627,0.37812,0.93583,0.90879,0.66426,0.76777,0.64572,0.92703,0.67759,0.78509,0.62113,0.00488,0.00964,1.16955,1.08911,0.00088219,0.00088219,0.00088219
240,749.874,0.00305,0.00616,0.3644,0.93294,0.8622,0.68,0.7469,0.58464,0.89743,0.70667,0.75711,0.59982,0.00568,0.01024,1.29116,1.2407,0.000881695,0.000881695,0.000881695
241,752.926,0.00325,0.00615,0.38287,0.96276,0.84972,0.67854,0.75639,0.58146,0.89378,0.70667,0.76212,0.58937,0.00586,0.0109,1.18827,1.26746,0.0008812,0.0008812,0.0008812
242,755.869,0.00296,0.00593,0.35143,0.94713,0.88082,0.70667,0.79183,0.63172,0.89769,0.72,0.80204,0.62412,0.00535,0.01081,1.01663,1.20605,0.000880705,0.000880705,0.000880705
243,758.864,0.00306,0.00624,0.36613,0.96174,0.81838,0.7811,0.8078,0.66159,0.83229,0.7941,0.8292,0.63577,0.00498,0.0109,0.97616,1.10094,0.00088021,0.00088021,0.00088021
244,761.917,0.00325,0.00654,0.3787,0.9544,0.843,0.73333,0.76167,0.60689,0.87387,0.76,0.78698,0.59064,0.00544,0.0114,1.09144,1.1805,0.000879715,0.000879715,0.000879715
245,764.945,0.00316,0.00583,0.37511,0.95025,0.82032,0.6088,0.70149,0.5401,0.87338,0.64383,0.73978,0.54876,0.00575,0.01195,1.30263,1.20094,0.00087922,0.00087922,0.00087922
246,767.923,0.00312,0.00563,0.35047,0.96358,0.74921,0.61333,0.69989,0.54637,0.80992,0.64,0.72805,0.53631,0.00561,0.01271,1.3414,1.19683,0.000878725,0.000878725,0.000878725
247,770.975,0.00323,0.00624,0.37802,0.95695,0.88708,0.6,0.71543,0.56609,0.81377,0.66667,0.74281,0.55337,0.00561,0.01339,1.21148,1.18958,0.00087823,0.00087823,0.00087823
248,774.023,0.0032,0.00649,0.38437,0.94387,0.86274,0.58663,0.70719,0.57749,0.9017,0.61159,0.74246,0.5636,0.00547,0.01244,1.23359,1.18588,0.000877735,0.000877735,0.000877735
249,777.07,0.00325,0.00604,0.37517,0.94354,0.82694,0.65333,0.75267,0.63174,0.86098,0.68,0.77867,0.60851,0.00513,0.01096,1.04608,1.13711,0.00087724,0.00087724,0.00087724
250,780.017,0.00311,0.00596,0.35143,0.93207,0.91177,0.68895,0.78704,0.66932,0.91177,0.68895,0.77806,0.61396,0.00491,0.01057,0.95916,1.1016,0.000876745,0.000876745,0.000876745
251,783.025,0.00304,0.00565,0.35035,0.952,0.93948,0.68,0.79737,0.67506,0.93948,0.68,0.78869,0.62793,0.00484,0.01038,0.95697,1.08321,0.00087625,0.00087625,0.00087625
252,786.015,0.00309,0.00602,0.36614,0.94205,0.84993,0.69333,0.75926,0.62725,0.89276,0.70667,0.77377,0.62071,0.00514,0.01164,1.10992,1.12894,0.000875755,0.000875755,0.000875755
253,789.1,0.00333,0.00607,0.38899,0.95692,0.8458,0.68,0.75055,0.63385,0.87922,0.70667,0.77894,0.61174,0.00489,0.01165,1.153,1.11507,0.00087526,0.00087526,0.00087526
254,792.031,0.00322,0.00618,0.38004,0.95405,0.87091,0.71961,0.7742,0.63324,0.88703,0.73286,0.8047,0.63439,0.00505,0.01102,1.10455,1.11781,0.000874765,0.000874765,0.000874765
255,795.045,0.00293,0.00576,0.35251,0.9462,0.91321,0.72,0.79926,0.65866,0.93023,0.73333,0.82471,0.66024,0.00529,0.01088,1.05387,1.16277,0.00087427,0.00087427,0.00087427
256,798.223,0.00314,0.00627,0.35425,0.95959,0.9265,0.70667,0.79221,0.65953,0.94429,0.72,0.80876,0.64651,0.00493,0.01157,1.0704,1.11134,0.000873775,0.000873775,0.000873775
257,801.227,0.00287,0.00623,0.33958,0.94224,0.88114,0.69333,0.7783,0.6606,0.89827,0.70642,0.80078,0.65106,0.00466,0.01172,1.15406,1.03066,0.00087328,0.00087328,0.00087328
258,804.193,0.00313,0.00658,0.37541,0.97573,0.86894,0.65333,0.77307,0.62637,0.88693,0.66667,0.79546,0.62262,0.00478,0.01216,1.12514,1.03334,0.000872785,0.000872785,0.000872785
259,807.552,0.00286,0.00591,0.35134,0.92988,0.87124,0.66667,0.75998,0.62108,0.88894,0.68,0.78265,0.61845,0.00524,0.01132,1.17359,1.10693,0.00087229,0.00087229,0.00087229
260,810.58,0.00319,0.00593,0.3728,0.95324,0.86877,0.66667,0.74606,0.61713,0.88635,0.68,0.78043,0.62343,0.00536,0.0104,1.25367,1.13001,0.000871795,0.000871795,0.000871795
