epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,182.411,0.0031,0.00588,0.41415,0.9064,0.45225,0.47059,0.38809,0.25824,0.46556,0.44118,0.3509,0.15373,0.00981,0.08292,2.14143,1.99744,0.00093664,0.00093664,0.00093664
130,183.783,0.00324,0.00669,0.42018,0.97078,0.5623,0.47059,0.44446,0.32117,0.52277,0.44118,0.40096,0.21449,0.00929,0.07441,1.95944,1.89184,0.000936145,0.000936145,0.000936145
131,185.1,0.00318,0.007,0.43079,0.95258,0.672,0.35294,0.46106,0.34821,0.728,0.38235,0.45637,0.22228,0.00859,0.07313,1.90076,1.76315,0.00093565,0.00093565,0.00093565
132,186.404,0.00296,0.00583,0.36538,0.90016,0.68483,0.41176,0.48675,0.34287,0.68483,0.41176,0.44808,0.19523,0.00847,0.08083,1.92743,1.79998,0.000935155,0.000935155,0.000935155
133,187.684,0.0036,0.00809,0.46788,1.0133,0.72908,0.35294,0.46482,0.32751,0.72908,0.35294,0.42217,0.172,0.00902,0.09199,2.10028,1.89735,0.00093466,0.00093466,0.00093466
134,188.914,0.00313,0.00625,0.39588,0.91133,0.97329,0.29412,0.44557,0.31641,0.65941,0.38235,0.42718,0.20842,0.009,0.0926,2.04899,1.90713,0.000934165,0.000934165,0.000934165
135,190.189,0.00344,0.00744,0.44938,0.9462,0.64466,0.35294,0.46069,0.30943,0.55957,0.35294,0.38502,0.23379,0.00939,0.08464,1.9694,1.9258,0.00093367,0.00093367,0.00093367
136,191.478,0.00307,0.00655,0.397,0.90889,0.87758,0.35294,0.52765,0.32501,0.80339,0.32353,0.40337,0.22976,0.00989,0.08858,1.92575,1.95524,0.000933175,0.000933175,0.000933175
137,192.865,0.00301,0.00594,0.38421,0.91894,0.6246,0.52941,0.6091,0.36718,0.71262,0.44118,0.44815,0.22114,0.00951,0.10005,1.78665,1.88413,0.00093268,0.00093268,0.00093268
138,194.145,0.00328,0.0065,0.38489,0.93973,0.75413,0.5,0.59977,0.41372,0.70823,0.47059,0.49236,0.2326,0.00878,0.11945,1.85364,1.76024,0.000932185,0.000932185,0.000932185
139,195.439,0.00327,0.00593,0.38474,0.93364,0.83409,0.38235,0.57415,0.39304,0.56176,0.32353,0.35082,0.14857,0.00877,0.14539,2.02464,1.73065,0.00093169,0.00093169,0.00093169
140,196.806,0.0033,0.00661,0.40641,0.93324,0.76213,0.3772,0.49128,0.3697,0.78394,0.23529,0.28405,0.11621,0.00916,0.18358,2.21948,1.76735,0.000931195,0.000931195,0.000931195
141,198.09,0.00279,0.00544,0.34991,0.88821,0.74222,0.38235,0.51356,0.37687,0.60661,0.26471,0.28323,0.12799,0.00941,0.19965,2.15281,1.81744,0.0009307,0.0009307,0.0009307
142,199.349,0.00332,0.00763,0.45785,0.96799,0.86582,0.37973,0.51157,0.39692,0.73603,0.29412,0.31194,0.16642,0.00875,0.19825,2.01069,1.69639,0.000930205,0.000930205,0.000930205
143,200.622,0.00339,0.00698,0.40795,0.9673,0.90418,0.38235,0.47415,0.34234,0.89551,0.29412,0.31181,0.1806,0.00907,0.19388,2.06032,1.73167,0.00092971,0.00092971,0.00092971
144,201.969,0.00322,0.00701,0.41977,0.92007,0.84807,0.38235,0.47179,0.35423,0.73449,0.29412,0.2932,0.18647,0.00876,0.20053,1.96728,1.75576,0.000929215,0.000929215,0.000929215
145,203.196,0.00302,0.00644,0.39416,0.90909,0.83021,0.44118,0.49122,0.36487,0.75972,0.32353,0.31364,0.20032,0.00853,0.17847,1.99528,1.7072,0.00092872,0.00092872,0.00092872
146,204.419,0.00345,0.00716,0.39987,0.95607,0.94406,0.49658,0.53376,0.42653,0.75328,0.35294,0.35405,0.20121,0.0079,0.14336,2.00593,1.61643,0.000928225,0.000928225,0.000928225
147,205.702,0.00335,0.0067,0.40506,0.97557,0.81528,0.51955,0.54983,0.40692,0.72314,0.46123,0.44459,0.25315,0.00826,0.1224,1.99043,1.68664,0.00092773,0.00092773,0.00092773
148,207.171,0.00325,0.00668,0.41036,0.93542,0.97897,0.5,0.57434,0.39016,0.86179,0.44118,0.48155,0.25264,0.00816,0.10559,1.84401,1.58303,0.000927235,0.000927235,0.000927235
149,208.421,0.00353,0.00768,0.43247,0.96145,0.83326,0.5,0.57707,0.41625,0.78377,0.47059,0.52284,0.28624,0.00815,0.09984,1.80004,1.54131,0.00092674,0.00092674,0.00092674
150,209.762,0.00313,0.00651,0.4016,0.92548,0.80675,0.52941,0.58711,0.40953,0.76163,0.5,0.51658,0.26964,0.00783,0.08572,1.68439,1.47526,0.000926245,0.000926245,0.000926245
151,212.461,0.00295,0.00625,0.37212,0.92431,0.67185,0.48202,0.53449,0.41701,1,0.37959,0.50608,0.2593,0.00774,0.0815,1.73802,1.45355,0.00092575,0.00092575,0.00092575
152,213.726,0.00324,0.00681,0.38435,0.96478,0.73152,0.48111,0.51826,0.41233,0.71344,0.41176,0.44332,0.25683,0.008,0.07974,1.84673,1.58929,0.000925255,0.000925255,0.000925255
153,215.067,0.00314,0.00721,0.39234,0.89901,0.65127,0.47059,0.53151,0.36296,0.48846,0.35294,0.37347,0.21769,0.0095,0.08002,2.23321,1.90804,0.00092476,0.00092476,0.00092476
154,216.326,0.00306,0.00688,0.39055,0.9206,0.51481,0.34357,0.36756,0.28975,0.52978,0.23529,0.26749,0.16209,0.01104,0.07155,2.64474,2.13703,0.000924265,0.000924265,0.000924265
155,217.553,0.0031,0.00634,0.3756,0.93068,0.81743,0.26349,0.34897,0.27758,0.68514,0.23529,0.25907,0.15627,0.01172,0.06441,2.78898,2.34041,0.00092377,0.00092377,0.00092377
156,218.881,0.00299,0.00618,0.38313,0.93259,0.88402,0.26471,0.359,0.27449,0.7855,0.23529,0.27898,0.1792,0.01052,0.05914,2.71492,2.25429,0.000923275,0.000923275,0.000923275
157,220.197,0.00336,0.00703,0.42428,0.93808,0.88214,0.26471,0.37024,0.29211,0.88214,0.26471,0.34728,0.19787,0.0108,0.05408,2.65103,2.30287,0.00092278,0.00092278,0.00092278
158,221.459,0.00291,0.00647,0.34993,0.89869,0.97092,0.23529,0.39437,0.30352,0.97092,0.23529,0.36271,0.18858,0.01143,0.04996,2.695,2.49995,0.000922285,0.000922285,0.000922285
159,222.694,0.00292,0.00606,0.38058,0.90953,0.8373,0.26471,0.38004,0.3042,0.8373,0.26471,0.36026,0.19578,0.01069,0.04395,2.66713,2.23011,0.00092179,0.00092179,0.00092179
160,224.025,0.00329,0.00636,0.38277,0.9544,0.87466,0.29412,0.39692,0.30828,0.87466,0.29412,0.37716,0.23345,0.01017,0.04296,2.46939,2.06648,0.000921295,0.000921295,0.000921295
161,225.292,0.00302,0.00662,0.38013,0.93801,0.9449,0.29412,0.4682,0.33699,0.9449,0.29412,0.42605,0.24494,0.01062,0.04165,2.55908,2.06914,0.0009208,0.0009208,0.0009208
162,226.538,0.00295,0.00649,0.37431,0.93399,0.49186,0.37038,0.43971,0.31118,0.49036,0.36818,0.42232,0.24891,0.01092,0.04036,2.63153,2.05454,0.000920305,0.000920305,0.000920305
163,227.72,0.00305,0.00676,0.3906,0.93516,0.45583,0.32353,0.3538,0.25156,0.46378,0.32353,0.34386,0.21108,0.01115,0.03956,2.7731,2.08031,0.00091981,0.00091981,0.00091981
164,229.06,0.00313,0.00638,0.38366,0.95264,0.34248,0.36787,0.32152,0.22187,0.33988,0.36363,0.30584,0.18921,0.01136,0.04029,2.83807,2.10652,0.000919315,0.000919315,0.000919315
165,230.345,0.0031,0.00623,0.37171,0.90608,0.32309,0.36518,0.34624,0.23463,0.3336,0.35294,0.33956,0.20126,0.01048,0.04188,2.74102,1.96184,0.00091882,0.00091882,0.00091882
166,231.551,0.00317,0.00679,0.36022,0.94557,0.65499,0.29412,0.38692,0.25343,0.65499,0.29412,0.37894,0.21109,0.00956,0.0455,2.61866,1.88437,0.000918325,0.000918325,0.000918325
167,232.835,0.003,0.00578,0.38085,0.89735,0.57455,0.5,0.50636,0.34256,0.54572,0.47059,0.48855,0.28817,0.00828,0.04739,2.2512,1.60396,0.00091783,0.00091783,0.00091783
168,234.159,0.00282,0.00597,0.35003,0.90286,0.60087,0.5,0.47839,0.34387,0.60087,0.5,0.47839,0.28364,0.008,0.0514,2.48087,1.53844,0.000917335,0.000917335,0.000917335
169,235.41,0.00318,0.00683,0.36983,0.93969,0.54791,0.46358,0.45236,0.33588,0.54791,0.46358,0.45236,0.27446,0.00754,0.05442,2.55273,1.4381,0.00091684,0.00091684,0.00091684
170,236.622,0.00294,0.00626,0.35401,0.90597,0.77675,0.40946,0.485,0.39169,0.77675,0.40946,0.48178,0.31461,0.00774,0.05466,2.37516,1.43418,0.000916345,0.000916345,0.000916345
171,237.837,0.0029,0.00644,0.35113,0.92903,0.7677,0.41176,0.51127,0.41259,0.7677,0.41176,0.49332,0.33113,0.0072,0.05443,2.09456,1.3952,0.00091585,0.00091585,0.00091585
172,239.223,0.00301,0.00711,0.38796,0.93124,0.78818,0.44118,0.4845,0.39699,0.78818,0.44118,0.48124,0.32623,0.00703,0.05519,2.07848,1.39038,0.000915355,0.000915355,0.000915355
173,241.045,0.00312,0.00614,0.35851,0.92112,0.77726,0.44118,0.47524,0.38517,0.77726,0.44118,0.47005,0.31989,0.00726,0.05414,1.997,1.45322,0.00091486,0.00091486,0.00091486
174,242.585,0.00325,0.0061,0.36592,0.93783,0.70824,0.44118,0.49299,0.40293,0.70824,0.44118,0.48635,0.33764,0.00712,0.05295,1.81599,1.42265,0.000914365,0.000914365,0.000914365
175,243.823,0.00289,0.00618,0.35906,0.92883,0.55715,0.52941,0.53445,0.42244,0.6787,0.44118,0.50926,0.34771,0.00705,0.05241,1.76786,1.40971,0.00091387,0.00091387,0.00091387
176,245.193,0.00311,0.00559,0.35442,0.92618,0.78461,0.44118,0.56035,0.45165,0.78461,0.44118,0.54469,0.37058,0.00733,0.05273,1.65078,1.42693,0.000913375,0.000913375,0.000913375
177,246.476,0.00314,0.00573,0.36041,0.89986,0.76545,0.47059,0.56809,0.46595,0.76545,0.47059,0.54632,0.35869,0.00752,0.05645,1.65832,1.45529,0.00091288,0.00091288,0.00091288
178,247.733,0.00298,0.00643,0.32831,0.93504,0.6902,0.52438,0.57919,0.47418,0.6902,0.52438,0.56955,0.36978,0.00742,0.05845,1.69287,1.50259,0.000912385,0.000912385,0.000912385
179,249.103,0.00299,0.00652,0.36673,0.90615,0.74555,0.52941,0.60937,0.49327,0.74555,0.52941,0.60937,0.3969,0.007,0.05229,1.62908,1.41263,0.00091189,0.00091189,0.00091189
180,250.395,0.00316,0.00628,0.37754,0.91181,0.73051,0.55882,0.6321,0.52533,0.7842,0.58824,0.64244,0.42813,0.00658,0.04211,1.4065,1.39048,0.000911395,0.000911395,0.000911395
181,251.599,0.00308,0.00589,0.34418,0.93003,0.74575,0.70588,0.70158,0.57526,0.75508,0.72559,0.72501,0.47992,0.00642,0.03556,1.25038,1.41859,0.0009109,0.0009109,0.0009109
182,252.874,0.00296,0.00626,0.36068,0.90217,0.84978,0.70588,0.76586,0.63919,0.84978,0.70588,0.77942,0.52151,0.00629,0.0334,1.11521,1.38777,0.000910405,0.000910405,0.000910405
183,254.235,0.00319,0.00656,0.37969,0.96651,0.88834,0.7021,0.8074,0.63694,0.88834,0.7021,0.8074,0.5305,0.00647,0.03121,1.06597,1.36242,0.00090991,0.00090991,0.00090991
184,255.478,0.00291,0.00695,0.34201,0.9259,0.95971,0.61765,0.82095,0.65575,0.95971,0.61765,0.81291,0.55692,0.0063,0.02886,0.97643,1.37715,0.000909415,0.000909415,0.000909415
185,256.76,0.00295,0.00688,0.39164,0.90976,0.93687,0.64706,0.81999,0.63974,0.93687,0.64706,0.816,0.52043,0.00626,0.0281,1.01953,1.383,0.00090892,0.00090892,0.00090892
186,258.019,0.00313,0.00594,0.3681,0.92245,0.82336,0.73529,0.83049,0.62534,0.79008,0.70588,0.77021,0.4964,0.00636,0.03067,1.0205,1.33953,0.000908425,0.000908425,0.000908425
187,259.292,0.00292,0.00538,0.36126,0.93656,0.78446,0.73529,0.81771,0.63237,0.72129,0.67647,0.68227,0.44137,0.00659,0.04002,1.01345,1.34268,0.00090793,0.00090793,0.00090793
188,260.54,0.00287,0.00538,0.34997,0.91205,0.78545,0.70588,0.80046,0.61792,0.67451,0.61765,0.62187,0.36732,0.00662,0.04977,1.02935,1.37762,0.000907435,0.000907435,0.000907435
189,261.721,0.00294,0.00619,0.36082,0.9395,0.77695,0.73529,0.80279,0.61017,0.68352,0.64706,0.6751,0.28154,0.0064,0.05895,1.04691,1.37649,0.00090694,0.00090694,0.00090694
190,263.038,0.0031,0.00692,0.36842,0.93751,0.83801,0.76471,0.81761,0.62526,0.75122,0.61765,0.67642,0.26974,0.00664,0.06437,1.07426,1.4626,0.000906445,0.000906445,0.000906445
191,264.327,0.00285,0.00611,0.3355,0.90312,0.86164,0.73275,0.81428,0.58042,0.71907,0.52941,0.5601,0.25025,0.00668,0.0611,1.05571,1.50819,0.00090595,0.00090595,0.00090595
192,265.557,0.00295,0.00621,0.37093,0.90962,0.86532,0.75606,0.83368,0.58156,0.70335,0.55882,0.54293,0.25416,0.00665,0.05892,0.97455,1.5019,0.000905455,0.000905455,0.000905455
193,266.801,0.00273,0.0055,0.33503,0.92243,0.88076,0.76471,0.80928,0.56491,0.67763,0.64706,0.5944,0.26147,0.00686,0.05634,0.95358,1.53074,0.00090496,0.00090496,0.00090496
194,268.161,0.00297,0.00643,0.37302,0.90282,0.84964,0.70588,0.79152,0.56702,0.70667,0.58824,0.60084,0.23888,0.00696,0.05659,1.01294,1.52391,0.000904465,0.000904465,0.000904465
195,269.448,0.00301,0.00556,0.35585,0.93611,0.88834,0.70207,0.81712,0.52957,0.74011,0.58637,0.57914,0.20991,0.00709,0.06186,0.95431,1.55286,0.00090397,0.00090397,0.00090397
196,272.432,0.003,0.00693,0.38692,0.9363,0.86736,0.64706,0.80552,0.53779,0.55058,0.47059,0.46301,0.23193,0.00696,0.0671,0.92718,1.49104,0.000903475,0.000903475,0.000903475
197,273.905,0.0028,0.00623,0.34708,0.90368,0.8137,0.67647,0.78719,0.57552,0.52928,0.44118,0.41858,0.21881,0.00684,0.0686,0.96012,1.46709,0.00090298,0.00090298,0.00090298
198,275.213,0.00291,0.00605,0.35288,0.90483,0.80596,0.67647,0.80624,0.59213,0.5958,0.41176,0.43589,0.22064,0.00663,0.06781,1.06524,1.3901,0.000902485,0.000902485,0.000902485
199,276.536,0.00266,0.00568,0.31868,0.92841,0.83487,0.70588,0.82876,0.6241,0.58384,0.61765,0.49269,0.24509,0.00595,0.05326,1.06886,1.21282,0.00090199,0.00090199,0.00090199
200,277.803,0.00276,0.00574,0.31397,0.91419,0.92169,0.76471,0.82381,0.64029,0.67603,0.55255,0.5184,0.28642,0.00606,0.04734,1.12138,1.23821,0.000901495,0.000901495,0.000901495
201,279.071,0.00287,0.0065,0.34491,0.91316,0.87174,0.73529,0.81341,0.60304,0.52372,0.5,0.45208,0.23469,0.00669,0.04731,1.23091,1.35366,0.000901,0.000901,0.000901
202,280.426,0.00303,0.00661,0.37482,0.9522,0.86207,0.73529,0.8035,0.58619,0.58174,0.5,0.4559,0.23497,0.00741,0.04951,1.15801,1.53821,0.000900505,0.000900505,0.000900505
203,281.672,0.00285,0.00578,0.33063,0.91452,0.70267,0.73529,0.75894,0.54043,0.5052,0.52941,0.41994,0.20111,0.00727,0.05236,1.18905,1.49727,0.00090001,0.00090001,0.00090001
204,282.911,0.00323,0.00592,0.38719,0.94324,0.76249,0.58824,0.70117,0.49093,0.49487,0.38235,0.37915,0.1428,0.00739,0.05992,1.34254,1.50711,0.000899515,0.000899515,0.000899515
205,284.244,0.00293,0.00593,0.37303,0.91729,0.81716,0.52941,0.66872,0.47211,0.35902,0.35294,0.24908,0.11017,0.00771,0.06914,1.40489,1.57473,0.00089902,0.00089902,0.00089902
206,285.536,0.00292,0.00636,0.35409,0.91567,0.88324,0.52941,0.66837,0.47155,0.36712,0.26471,0.20764,0.10988,0.00769,0.07225,1.41253,1.5735,0.000898525,0.000898525,0.000898525
207,286.849,0.0029,0.00542,0.34028,0.90652,0.89123,0.55882,0.67241,0.46644,0.60366,0.32353,0.28626,0.14552,0.00759,0.07062,1.25914,1.61142,0.00089803,0.00089803,0.00089803
208,288.096,0.00284,0.00588,0.3394,0.90887,0.99135,0.52941,0.68609,0.46902,0.64442,0.32353,0.31434,0.15275,0.00778,0.06692,1.20628,1.6966,0.000897535,0.000897535,0.000897535
209,289.392,0.00276,0.00619,0.3315,0.91132,0.75279,0.62717,0.68321,0.473,0.64392,0.32353,0.32484,0.14138,0.00796,0.0683,1.34951,1.67429,0.00089704,0.00089704,0.00089704
210,290.716,0.00266,0.00564,0.32728,0.88389,0.75712,0.58824,0.65946,0.47011,0.61887,0.32353,0.34665,0.14525,0.00823,0.06751,1.55269,1.67538,0.000896545,0.000896545,0.000896545
211,291.946,0.00268,0.00543,0.34817,0.89229,0.90146,0.58824,0.66647,0.46522,0.6846,0.35294,0.35958,0.14775,0.00814,0.06754,1.5019,1.64477,0.00089605,0.00089605,0.00089605
212,293.215,0.0028,0.006,0.33968,0.90281,0.8358,0.61765,0.64315,0.44369,0.6237,0.35294,0.28619,0.15471,0.00785,0.06371,1.45807,1.62729,0.000895555,0.000895555,0.000895555
213,294.55,0.00271,0.00616,0.36459,0.90998,0.75136,0.55882,0.62534,0.4342,0.67862,0.38235,0.34623,0.16601,0.00754,0.06369,1.41427,1.52916,0.00089506,0.00089506,0.00089506
214,295.951,0.0027,0.00587,0.34405,0.88361,0.80767,0.52941,0.60726,0.44701,0.58299,0.38235,0.33217,0.17272,0.00743,0.06526,1.37247,1.48484,0.000894565,0.000894565,0.000894565
215,297.237,0.00272,0.00549,0.33393,0.90839,0.82374,0.55882,0.63947,0.4848,0.64857,0.44118,0.41094,0.23638,0.00717,0.05846,1.32344,1.42491,0.00089407,0.00089407,0.00089407
216,298.615,0.00288,0.00631,0.36819,0.9327,0.82673,0.58824,0.65284,0.50426,0.61982,0.44118,0.36457,0.22356,0.00691,0.0527,1.2262,1.37719,0.000893575,0.000893575,0.000893575
217,299.891,0.00261,0.00545,0.3228,0.90634,0.90877,0.58602,0.67694,0.52371,0.81767,0.52766,0.51881,0.25809,0.00657,0.04829,1.15896,1.33852,0.00089308,0.00089308,0.00089308
218,302.289,0.00279,0.00555,0.34056,0.91625,0.95077,0.58824,0.70052,0.56078,0.85441,0.52941,0.54279,0.28798,0.0063,0.04153,1.18829,1.28776,0.000892585,0.000892585,0.000892585
219,303.833,0.00276,0.00667,0.34322,0.91865,0.94811,0.61765,0.71822,0.56031,0.90246,0.58824,0.63437,0.3526,0.0065,0.03396,1.17084,1.40885,0.00089209,0.00089209,0.00089209
220,305.103,0.00307,0.00618,0.33655,0.91087,0.94516,0.61765,0.70293,0.53936,0.94516,0.61765,0.70038,0.3933,0.00632,0.02666,1.18944,1.39362,0.000891595,0.000891595,0.000891595
221,306.484,0.00283,0.00622,0.33312,0.91821,0.7514,0.64706,0.66643,0.53524,0.74656,0.58824,0.63989,0.41191,0.0064,0.02219,1.32215,1.31445,0.0008911,0.0008911,0.0008911
222,307.712,0.00316,0.00687,0.35666,0.9427,0.76493,0.58824,0.62204,0.47502,0.72606,0.55882,0.59379,0.4046,0.00663,0.01919,1.37874,1.33494,0.000890605,0.000890605,0.000890605
223,309,0.00264,0.0053,0.33012,0.88511,0.66707,0.61765,0.59832,0.40683,0.59617,0.55882,0.54135,0.36207,0.00731,0.01818,1.44102,1.42964,0.00089011,0.00089011,0.00089011
224,310.235,0.003,0.00643,0.35742,0.92237,0.47978,0.58824,0.47383,0.33693,0.49679,0.58824,0.47323,0.29056,0.00808,0.01871,1.66997,1.54252,0.000889615,0.000889615,0.000889615
225,311.478,0.00293,0.00604,0.34137,0.91845,0.4503,0.5,0.4342,0.3079,0.42208,0.47059,0.40153,0.24709,0.0084,0.02153,1.98041,1.6024,0.00088912,0.00088912,0.00088912
226,312.784,0.00277,0.00478,0.32118,0.89751,0.42089,0.55585,0.45901,0.30391,0.45186,0.58201,0.46087,0.23018,0.00838,0.02434,2.06251,1.62702,0.000888625,0.000888625,0.000888625
227,314.13,0.0028,0.00601,0.34733,0.91881,0.58717,0.58824,0.53339,0.33206,0.61475,0.44118,0.48905,0.27088,0.00866,0.02378,2.00817,1.64922,0.00088813,0.00088813,0.00088813
228,315.386,0.00294,0.00598,0.35119,0.91629,0.56218,0.58824,0.50096,0.31264,0.53407,0.55882,0.50722,0.26632,0.00888,0.02256,1.8876,1.68629,0.000887635,0.000887635,0.000887635
229,316.75,0.00297,0.0062,0.36443,0.92973,0.68458,0.52941,0.55619,0.3305,0.67844,0.5,0.544,0.29756,0.00964,0.02415,1.81354,1.92074,0.00088714,0.00088714,0.00088714
230,318.024,0.00303,0.00634,0.34686,0.91418,0.67498,0.52941,0.58373,0.3661,0.59839,0.47059,0.48649,0.27618,0.00893,0.02885,1.96252,1.78319,0.000886645,0.000886645,0.000886645
231,319.32,0.00288,0.00602,0.32889,0.91169,0.66574,0.61765,0.60633,0.36229,0.63645,0.58824,0.48621,0.2555,0.00879,0.03178,1.96679,1.68197,0.00088615,0.00088615,0.00088615
232,320.65,0.0026,0.00585,0.31778,0.88146,0.60048,0.57491,0.57779,0.31676,0.51309,0.5,0.41634,0.23568,0.00909,0.03244,2.10861,1.73999,0.000885655,0.000885655,0.000885655
233,321.996,0.00283,0.00616,0.35367,0.91669,0.6034,0.5,0.52843,0.29467,0.53254,0.55882,0.44362,0.24161,0.01,0.02779,2.26816,1.811,0.00088516,0.00088516,0.00088516
234,323.317,0.00276,0.00562,0.35512,0.89569,0.67825,0.44118,0.49081,0.28719,0.44621,0.5,0.40348,0.23778,0.00975,0.0242,2.27679,1.77637,0.000884665,0.000884665,0.000884665
235,324.569,0.00281,0.0054,0.33044,0.89208,0.66896,0.47059,0.48166,0.27067,0.58901,0.5,0.47672,0.24602,0.01045,0.02179,2.15721,1.87254,0.00088417,0.00088417,0.00088417
236,325.915,0.00294,0.00543,0.33776,0.92325,0.58283,0.52941,0.49088,0.28573,0.617,0.55882,0.53006,0.28204,0.01099,0.0203,1.88709,1.92801,0.000883675,0.000883675,0.000883675
237,327.312,0.00281,0.00494,0.3241,0.91765,0.59664,0.5,0.49804,0.30151,0.64487,0.55882,0.57496,0.28237,0.01086,0.02056,1.93044,1.90257,0.00088318,0.00088318,0.00088318
238,328.581,0.00295,0.00606,0.34326,0.93236,0.39746,0.50451,0.44891,0.29975,0.7557,0.54618,0.60803,0.27622,0.01048,0.02087,1.93175,1.88906,0.000882685,0.000882685,0.000882685
239,329.805,0.00289,0.00606,0.33855,0.90444,0.4987,0.58824,0.50447,0.33074,0.57379,0.67647,0.63544,0.2879,0.00975,0.02312,1.76497,1.8887,0.00088219,0.00088219,0.00088219
240,332.244,0.00303,0.00634,0.36086,0.93298,0.73259,0.52941,0.61872,0.39334,0.77008,0.61765,0.6663,0.34072,0.00962,0.02543,1.67087,1.89441,0.000881695,0.000881695,0.000881695
241,333.797,0.00292,0.00607,0.35115,0.91902,0.79623,0.57492,0.67648,0.46505,0.79623,0.57492,0.66777,0.40768,0.00934,0.02612,1.53429,1.82731,0.0008812,0.0008812,0.0008812
242,335.171,0.00289,0.00609,0.3457,0.91056,0.71829,0.64706,0.72019,0.51387,0.78607,0.64849,0.74112,0.46421,0.00793,0.02763,1.43178,1.50921,0.000880705,0.000880705,0.000880705
243,336.439,0.00286,0.00643,0.3439,0.90272,0.87954,0.64437,0.7682,0.5739,0.87954,0.64437,0.75865,0.49797,0.00705,0.02778,1.38449,1.40297,0.00088021,0.00088021,0.00088021
244,337.63,0.00288,0.00565,0.33681,0.91713,0.88079,0.70588,0.80678,0.61923,0.88079,0.70588,0.81731,0.54147,0.0061,0.02785,1.12124,1.24023,0.000879715,0.000879715,0.000879715
245,338.942,0.00279,0.00704,0.33855,0.92908,0.92936,0.77409,0.84548,0.66098,0.86674,0.76518,0.84602,0.55881,0.00556,0.02697,0.84938,1.17784,0.00087922,0.00087922,0.00087922
246,340.241,0.00275,0.00611,0.32848,0.91804,0.92273,0.79412,0.86565,0.69367,0.8896,0.76471,0.86154,0.56055,0.00568,0.02712,0.76776,1.25354,0.000878725,0.000878725,0.000878725
247,341.516,0.00262,0.00543,0.2929,0.89337,0.85844,0.82353,0.86857,0.69534,0.85844,0.82353,0.8709,0.54673,0.0053,0.02784,0.6665,1.20307,0.00087823,0.00087823,0.00087823
248,342.766,0.00269,0.00621,0.30431,0.88854,0.98013,0.73529,0.86643,0.70085,0.75918,0.76471,0.7853,0.52765,0.00551,0.02969,0.68751,1.24332,0.000877735,0.000877735,0.000877735
249,344.056,0.00286,0.00548,0.33197,0.9089,0.99661,0.73529,0.84804,0.69819,0.81034,0.70588,0.78394,0.5205,0.00554,0.03036,0.7115,1.23055,0.00087724,0.00087724,0.00087724
250,345.382,0.00278,0.0052,0.31267,0.88866,0.98061,0.73529,0.85303,0.69057,0.87715,0.64706,0.76571,0.5182,0.00557,0.0303,0.79688,1.22071,0.000876745,0.000876745,0.000876745
251,346.627,0.0028,0.00606,0.32969,0.90667,0.83989,0.82353,0.86712,0.69893,0.89465,0.64706,0.75086,0.5265,0.00578,0.02967,0.80877,1.25988,0.00087625,0.00087625,0.00087625
252,347.856,0.00269,0.00574,0.29103,0.90059,0.81837,0.82353,0.86934,0.71506,0.7304,0.73529,0.74432,0.53178,0.00554,0.02988,0.79344,1.21895,0.000875755,0.000875755,0.000875755
253,349.22,0.00288,0.00558,0.3293,0.88957,0.88596,0.70588,0.88069,0.70421,0.84847,0.67647,0.79146,0.56037,0.00538,0.0305,0.8125,1.18749,0.00087526,0.00087526,0.00087526
254,350.575,0.00289,0.00578,0.33522,0.89523,0.81769,0.79158,0.86224,0.68843,0.81994,0.70588,0.77871,0.54579,0.00532,0.03291,0.80879,1.18842,0.000874765,0.000874765,0.000874765
255,351.87,0.0025,0.00545,0.29476,0.86767,0.82871,0.73529,0.82911,0.67993,0.79556,0.70588,0.7637,0.51955,0.00508,0.03243,0.85503,1.17013,0.00087427,0.00087427,0.00087427
256,353.179,0.00275,0.00652,0.30767,0.89592,0.82896,0.73529,0.82521,0.68319,0.79559,0.70588,0.76314,0.50073,0.00495,0.03184,0.88948,1.15504,0.000873775,0.000873775,0.000873775
257,354.403,0.00273,0.00566,0.31028,0.92263,0.89753,0.73529,0.84514,0.70405,0.86088,0.70588,0.81038,0.51577,0.00485,0.03006,0.81516,1.14899,0.00087328,0.00087328,0.00087328
258,355.594,0.00293,0.00614,0.34268,0.92314,0.90738,0.70588,0.83762,0.68118,0.90738,0.70588,0.83362,0.53833,0.00494,0.02976,0.78884,1.17312,0.000872785,0.000872785,0.000872785
259,356.866,0.003,0.00595,0.33714,0.90463,0.94852,0.70588,0.83502,0.68617,0.94852,0.70588,0.8164,0.53394,0.00497,0.03136,0.7581,1.16593,0.00087229,0.00087229,0.00087229
260,358.215,0.00275,0.00614,0.34332,0.90018,0.95938,0.69496,0.82992,0.68557,0.92004,0.73529,0.83482,0.52392,0.00517,0.03447,0.82222,1.16439,0.000871795,0.000871795,0.000871795
261,359.448,0.00291,0.00741,0.33454,0.90838,0.88961,0.73529,0.81641,0.66026,0.88961,0.73529,0.80623,0.49397,0.00532,0.03656,0.89935,1.17441,0.0008713,0.0008713,0.0008713
